Count;IncentiveCondition;Age.Group;Gender;Age;Income;Wealth;DigitSymbol;GainOrientation;LossOrientation;MaintenanceOrientation;ch_G01;ch_G02;ch_G03;ch_G04;ch_G05;ch_G06;ch_G07;ch_G08;ch_G09;ch_G10;ch_G11;ch_G12;ch_G13;ch_G14;ch_G15;ch_G16;ch_G17;ch_G18;ch_G19;ch_G20;ch_G21;ch_G22;ch_G23;ch_G24;ch_G25;ch_G26;ch_L01;ch_L02;ch_L03;ch_L04;ch_L05;ch_L06;ch_L07;ch_L08;ch_L09;ch_L10;ch_L11;ch_L12;ch_L13;ch_L14;ch_L15;ch_L16;ch_L17;ch_L18;ch_L19;ch_L20;ch_L21;ch_L22;ch_L23;ch_L24;ch_L25;ch_L26;ch_M01;ch_M02;ch_M03;ch_M04;ch_M05;ch_M06;ch_M07;ch_M08;ch_M09;ch_M10;ch_M11;ch_M12;ch_M13;ch_M14;ch_M15;ch_M16;ch_M17;ch_M18;ch_M19;ch_M20;ch_M21;ch_M22;ch_M23;ch_M24;ch_M25;ch_M26;rt_G01;rt_G02;rt_G03;rt_G04;rt_G05;rt_G06;rt_G07;rt_G08;rt_G09;rt_G10;rt_G11;rt_G12;rt_G13;rt_G14;rt_G15;rt_G16;rt_G17;rt_G18;rt_G19;rt_G20;rt_G21;rt_G22;rt_G23;rt_G24;rt_G25;rt_G26;rt_L01;rt_L02;rt_L03;rt_L04;rt_L05;rt_L06;rt_L07;rt_L08;rt_L09;rt_L10;rt_L11;rt_L12;rt_L13;rt_L14;rt_L15;rt_L16;rt_L17;rt_L18;rt_L19;rt_L20;rt_L21;rt_L22;rt_L23;rt_L24;rt_L25;rt_L26;rt_M01;rt_M02;rt_M03;rt_M04;rt_M05;rt_M06;rt_M07;rt_M08;rt_M09;rt_M10;rt_M11;rt_M12;rt_M13;rt_M14;rt_M15;rt_M16;rt_M17;rt_M18;rt_M19;rt_M20;rt_M21;rt_M22;rt_M23;rt_M24;rt_M25;rt_M26;Emotion.Pre;Excitement.Pre;Emotion.Post;Excitement.Post;DQgain;DQloss;DQmixed;RKgain;RKloss;RKmixed;medianTimeGain;medianTimeLoss;medianTimeMixed;M.alpha;M.gamma_gain;M.gamma_loss;M.lambda;M.luce
118;PayOne;Younger;male;26;$40,001 - $60,000;$0 - $5,000;38;7;1;3,5;A;B;A;A;B;A;B;B;A;A;B;A;B;A;A;B;A;B;B;A;A;B;A;A;A;A;B;B;B;B;A;A;B;A;A;A;B;A;A;B;B;A;B;A;A;A;A;A;A;B;A;A;B;B;B;B;B;A;A;B;A;B;A;A;A;B;B;A;B;B;B;B;B;A;B;A;B;B;2;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;3;2;1;2;1;2;1;2;2;2;2;1;1;1;2;0;1;2;1;1;1;1;1;1;1;2;1;3;1;1;2;2;1;6;5;2;2;2;2;2;2;2;2;2;2;3;1;2;2;1;1;3;2;2;2;2;5;1;3;3;,48;,24;,36;,36;,4;,6;1;1;2;,83385435425956;,671745401451996;,836770401235589;1,11835723084281;,0410399539256026
119;PayOne;Older;female;70;$40,001 - $60,000;I do not want to answer;31;6,5;8;6,5;A;A;B;A;B;B;A;A;A;B;B;B;A;B;B;B;A;A;B;A;B;B;A;A;B;A;A;A;A;A;B;B;A;A;B;B;A;A;A;A;A;A;A;A;A;B;A;B;B;A;B;A;A;B;B;B;A;B;A;B;B;A;A;A;B;A;B;A;B;A;B;A;B;B;A;B;A;A;21;19;11;13;13;14;20;11;24;19;14;18;16;17;17;19;12;19;9;10;9;18;20;11;13;14;13;9;10;12;16;18;17;18;14;14;20;10;11;11;17;13;20;14;12;14;48;19;12;12;12;11;31;19;12;16;11;13;12;17;16;15;19;13;12;11;15;23;16;13;15;12;13;15;19;17;10;21;7;5;8;5;,76;,88;,8;,32;,56;,48;15;13,5;15;,838325062499713;,713064752687661;,825646408566811;1,48322703987914;,31712760379599
120;PayOne;Older;male;74;$20,001 - $40,000;$25,001 - $50,000;20;7;2,5;4;A;B;B;B;B;B;A;A;A;B;B;A;A;B;B;A;A;A;B;A;B;B;A;B;B;A;A;A;B;A;A;B;A;B;A;A;A;A;A;A;A;A;A;A;B;A;B;A;B;B;B;A;B;B;B;B;A;B;B;B;B;B;A;B;A;B;B;A;A;A;B;A;A;B;B;B;A;A;8;12;5;19;10;11;7;12;5;18;7;5;10;11;5;4;11;5;6;7;5;6;23;17;5;5;8;9;7;3;3;5;5;5;8;14;6;5;7;6;5;10;5;8;5;20;6;9;5;20;4;10;14;15;8;4;4;9;6;5;14;9;12;8;5;6;10;12;8;4;8;8;4;6;9;9;7;5;8;1;8;1;,8;,72;,76;,44;,48;,68;7;6;8;,838166308929439;,750564193111037;,820685719659175;,993323320938086;,20767271113257
121;PayAll;Younger;male;28;More than $100,000;$100,001 - $250,000;60;8;1;7,5;A;A;B;A;B;B;B;A;A;A;A;A;A;B;B;B;A;A;B;A;B;B;A;A;A;A;A;A;A;B;A;B;A;B;A;B;A;B;A;B;A;A;A;A;A;B;A;B;B;A;B;A;B;B;B;A;A;B;A;A;B;A;A;B;A;A;A;B;A;A;A;B;A;B;B;B;A;A;23;19;18;10;17;13;25;4;74;8;7;17;5;30;9;12;22;24;30;4;7;5;7;8;20;7;6;6;5;10;27;7;3;6;12;14;5;23;5;12;4;40;8;75;9;21;1031;12;14;6;24;9;6;8;10;6;26;9;7;18;11;10;7;8;9;10;6;8;13;30;5;11;16;6;43;6;7;8;7;7;5;2;,8;,8;,64;,28;,56;,64;12,5;9,5;8,5;,96082665391626;,640693715374754;,749264944926975;,813540404908682;,145880459297354
122;PayOne;Younger;male;32;$0 - $20,000;$0 - $5,000;51;6;4;5;B;A;B;A;B;B;A;A;A;B;A;A;A;B;A;A;A;A;B;A;B;B;A;A;B;A;A;A;A;A;B;B;A;B;A;B;A;A;A;A;A;A;A;A;B;B;A;B;B;A;B;A;A;A;B;B;A;B;B;B;B;A;B;A;A;A;B;B;B;B;B;A;B;A;B;B;A;A;9;18;6;7;14;5;10;6;11;14;11;8;6;8;5;8;6;7;8;5;6;12;8;8;6;4;6;33;9;14;10;4;6;5;10;8;11;5;10;6;6;4;9;16;10;4;5;9;11;20;9;5;11;10;7;11;8;17;16;15;25;28;10;11;25;10;48;29;19;13;10;12;8;10;18;13;8;19;5;3;5;3;,8;1;,64;,36;,52;,4;8;9;12,5;,835892467992694;,782032380038482;,837227713442867;1,32380095455161;,315887729078542
123;PayOne;Older;male;70;$40,001 - $60,000;$50,001 - $100,000;24;7;5;7;A;A;B;B;B;B;B;B;A;B;A;A;A;B;B;A;A;A;B;A;B;B;A;A;A;A;A;B;A;A;B;A;A;A;A;B;B;B;A;A;A;A;A;B;B;B;A;B;A;A;B;A;A;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;A;B;B;A;A;A;A;B;A;A;5;6;4;3;3;4;6;4;6;8;5;7;5;7;5;3;6;5;8;4;6;4;7;5;4;3;4;5;6;3;5;5;6;5;3;6;8;4;3;5;7;4;4;8;4;3;10;4;6;4;4;7;5;8;9;7;5;7;8;8;8;8;13;7;15;6;7;14;6;5;8;6;11;6;13;4;8;6;5;5;5;5;,88;,72;,64;,36;,4;,56;5;5;7,5;,837709259338245;,700005568642015;,824471683291734;1,21597949656202;,159275413662372
124;PayOne;Older;female;71;$20,001 - $40,000;$100,001 - $250,000;33;5;5;6;B;B;B;A;B;B;A;A;A;B;B;A;A;B;B;B;A;A;B;A;B;B;A;B;A;A;A;B;A;A;B;B;A;B;B;A;B;A;B;B;B;A;A;A;A;B;A;B;A;B;B;A;A;B;B;A;B;B;B;B;A;A;A;B;B;A;B;A;B;B;A;A;A;A;B;B;A;A;10;4;4;4;4;5;4;4;3;5;3;3;4;3;7;5;5;3;4;5;3;5;8;7;4;3;5;4;5;4;2;5;12;4;6;6;9;6;4;4;5;4;7;4;5;6;6;6;5;4;5;4;6;6;6;6;7;7;6;9;4;5;6;9;6;4;4;8;8;8;4;6;6;9;8;5;7;16;7;3;5;5;,64;,6;,72;,36;,44;,56;4;5;6;,838099979761249;,691554587006307;,821929078109544;1,13911710408602;,143758486335632
125;PayAll;Older;female;68;$0 - $20,000;$25,001 - $50,000;30;8;3;5;B;B;B;A;B;B;B;A;A;B;A;B;B;B;B;A;A;A;B;A;B;B;A;A;B;A;A;A;B;A;B;B;A;B;A;B;B;A;A;A;A;A;A;A;A;A;A;A;A;A;B;A;B;B;B;A;A;B;B;A;B;A;B;A;A;A;B;B;B;A;A;A;B;B;B;B;A;A;26;19;34;36;34;13;60;23;16;16;49;19;20;20;14;20;68;16;16;14;23;19;34;21;29;19;22;46;70;28;17;29;70;18;18;27;63;53;16;48;41;24;46;17;44;40;17;24;25;29;45;28;27;23;25;16;14;21;27;40;22;18;31;23;23;13;26;13;49;35;18;15;13;36;25;16;22;13;6;3;5;1;,84;,76;,68;,56;,36;,44;20;28,5;22,5;,960325962725043;,825887351994935;,85655104984599;1,12054893203866;,143562164343185
126;PayAll;Older;female;76;$0 - $20,000;$0 - $5,000;17;8;7,5;6,5;A;A;B;B;B;B;B;A;A;B;B;B;B;B;B;B;A;A;B;A;A;B;A;B;B;A;A;B;B;B;B;A;A;B;A;B;A;B;A;B;A;A;B;A;B;B;A;A;A;A;A;B;B;A;A;A;B;B;A;B;A;A;A;A;A;A;B;A;B;B;B;A;B;B;B;B;A;B;19;11;16;21;12;8;8;19;12;12;20;14;19;19;12;19;14;14;11;22;35;14;20;10;8;17;8;10;12;9;12;12;10;8;10;11;9;6;14;19;29;17;6;23;11;18;16;19;9;15;12;14;6;17;17;16;16;16;18;17;65;11;10;16;8;11;13;8;9;14;11;8;17;10;13;9;8;17;8;6;8;8;,8;,6;,52;,44;,44;,44;14;12;13;,935936026436459;,802518767506598;,533613776407018;1,2782335076622;,0994489371458034
127;PayAll;Older;male;72;More than $100,000;I do not want to answer;22;5;4,5;2;B;A;B;A;B;B;A;A;A;A;B;A;A;A;A;A;A;A;B;A;B;B;B;B;B;A;A;A;A;A;B;B;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;A;A;B;A;B;A;B;A;B;A;B;B;A;B;B;A;B;B;B;B;B;A;A;A;A;A;B;A;B;A;A;3;7;5;2;4;4;7;2;5;3;2;4;3;12;28;5;6;3;4;3;5;3;5;4;6;3;7;3;6;28;9;7;3;9;3;11;9;7;5;5;5;19;3;6;6;2;4;6;3;5;5;6;6;4;4;8;5;6;4;5;15;3;6;6;7;4;6;8;6;5;5;4;6;4;5;4;4;5;7;3;5;4;,6;,68;,72;,32;,68;,64;4;6;5;,887696031159581;,869497572755651;,850265468211631;,875405796452856;,139425012694467
128;PayOne;Older;female;72;$20,001 - $40,000;$250,001 - $500,000;27;8;7;8;A;B;A;B;B;A;B;A;A;B;B;A;B;B;B;A;A;B;B;A;A;A;A;A;A;A;A;B;B;B;A;B;A;B;A;A;A;A;A;A;B;A;B;A;B;B;A;B;A;B;B;B;B;B;B;B;A;A;B;A;A;A;A;A;B;B;B;A;A;A;A;A;B;B;A;B;A;B;3;5;3;3;3;4;7;7;4;5;7;4;3;9;4;10;5;10;4;4;3;3;7;3;2;16;4;3;5;3;3;4;6;6;8;3;4;4;3;5;3;4;4;3;4;12;6;3;5;3;3;4;8;6;5;6;6;8;9;2;13;11;3;5;8;8;11;5;7;3;7;8;7;4;7;7;8;10;5;5;3;7;,68;,64;,72;,48;,48;,48;4;4;7;,837912322545569;,646669458725539;,819575397548182;1,10275370509882;,121259276494936
129;PayAll;Older;female;71;More than $100,000;I do not want to answer;20;7,5;6,5;7,5;B;B;B;B;B;B;B;A;A;B;A;A;A;B;B;A;A;A;A;A;A;B;A;A;A;A;A;A;A;A;B;B;A;B;A;B;A;A;A;B;A;A;B;A;B;B;A;A;A;A;B;A;B;B;A;B;A;B;A;A;A;A;A;A;A;A;B;A;B;A;A;A;B;B;A;B;A;A;6;2;7;19;8;12;7;4;7;7;7;10;9;5;7;10;6;4;7;6;6;8;12;8;6;4;5;8;15;7;12;10;4;4;4;11;4;6;8;9;22;8;16;13;6;7;7;13;4;18;7;6;16;11;7;9;6;10;15;7;10;6;10;10;5;5;15;19;16;12;6;5;7;11;7;6;18;10;8;6;8;7;,76;,84;,64;,48;,44;,48;7;7,5;10;,945613245587838;,717334005672448;,765803320483561;1,08496839177597;,137206731953536
130;PayOne;Older;female;73;$60,001 - $100,000;$250,001 - $500,000;23;7;8;7,5;B;A;A;A;B;B;A;A;B;B;B;A;A;B;B;A;B;A;A;B;B;B;A;B;A;A;B;A;A;B;B;A;A;B;B;B;B;A;A;B;A;A;B;B;A;A;A;B;A;B;B;A;B;A;A;B;A;A;A;A;A;B;B;A;A;A;A;A;A;A;A;A;A;B;A;B;A;B;5;4;4;7;4;7;4;3;4;5;4;6;5;3;4;3;6;3;3;9;7;3;6;6;5;6;12;6;6;13;6;4;6;4;4;11;5;7;12;4;5;9;8;6;6;6;7;5;3;7;6;6;5;5;4;3;6;3;4;2;5;4;6;3;5;3;13;2;10;4;3;3;5;6;7;3;3;8;8;1;8;1;,52;,52;,52;,56;,44;,44;4,5;6;4;,837618384019199;,682846771749962;,823250465141527;1,08051905026706;,0806418599627242
131;PayOne;Older;female;72;$20,001 - $40,000;$25,001 - $50,000;26;8;3,5;3,5;A;B;B;B;A;B;B;B;A;B;A;B;A;B;B;A;A;B;B;B;B;A;B;B;B;A;A;A;B;A;A;B;A;B;A;A;B;A;A;A;B;A;B;A;B;B;B;A;B;B;B;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;B;A;B;B;B;B;B;B;B;B;A;A;8;12;9;7;10;3;11;7;5;11;5;7;3;8;5;5;11;8;7;5;6;7;9;4;4;10;10;8;22;16;11;12;22;10;12;13;7;20;9;16;11;8;17;12;14;12;15;10;16;10;12;18;33;19;12;11;19;13;16;18;26;27;20;25;13;18;10;25;20;25;16;17;11;17;16;13;4;23;5;4;6;6;,6;,64;,6;,56;,48;,6;7;12;17,5;,837812297469311;,705922894814389;,819405155068951;1,18322331088312;,0926008405027469
132;PayAll;Older;female;68;$60,001 - $100,000;More than $500'000;30;4,5;5,5;5,5;B;A;B;A;B;B;B;A;A;B;A;A;A;B;B;B;A;A;B;A;B;B;A;A;A;A;A;A;A;A;A;B;A;B;A;B;A;A;A;A;B;A;A;A;B;B;A;A;A;A;B;A;A;B;B;B;A;B;B;B;A;A;A;A;A;A;B;A;A;B;B;A;B;B;B;B;A;A;27;29;20;35;10;7;23;11;11;9;35;17;13;15;12;11;14;13;15;11;9;9;15;20;22;15;21;15;21;19;20;18;18;12;9;32;31;14;29;15;37;20;16;10;45;30;20;35;11;9;10;14;15;13;21;15;14;16;15;18;41;24;11;17;14;16;44;28;25;38;17;8;10;12;18;12;21;18;7;5;8;6;,8;,84;,8;,36;,36;,56;14,5;18,5;16,5;,956680339944469;,64935236426487;,810516804680108;1,22835865184226;,183059562546725
133;PayAll;Older;male;67;$0 - $20,000;$5,001 - $10,000;28;6,5;8;8;A;A;B;A;B;B;A;A;B;B;A;B;A;B;B;A;B;A;B;A;B;B;A;A;A;B;A;A;B;A;A;B;A;B;A;B;B;B;A;B;B;A;B;A;B;B;A;B;A;B;A;B;A;B;B;B;A;A;B;B;B;B;B;A;B;B;B;B;B;B;A;A;B;A;A;B;A;A;21;6;18;8;14;18;5;9;6;14;7;12;8;7;13;8;12;5;10;8;12;6;82;7;10;15;10;18;18;5;6;23;17;12;12;8;10;7;13;18;10;23;8;19;19;16;9;14;8;5;12;14;14;16;22;30;17;49;13;29;39;37;19;17;43;12;25;43;12;11;20;13;38;34;15;107;17;23;8;3;8;5;,72;,6;,6;,44;,44;,44;9,5;12;21;,838101336622315;,780308435346605;,842259307682489;1,65050640226881;,144973947514843
134;PayAll;Older;female;67;$60,001 - $100,000;$250,001 - $500,000;24;1,5;7;8;A;A;B;A;B;B;A;A;A;B;A;A;A;B;A;A;A;A;B;A;B;B;A;A;B;A;A;A;A;B;B;A;A;B;A;B;B;A;B;A;A;A;A;A;A;B;A;B;A;B;B;A;A;B;B;B;A;B;B;B;B;A;B;A;B;A;B;A;A;A;B;A;B;B;A;B;A;A;18;35;16;8;10;9;12;5;7;9;10;16;6;8;11;7;7;30;5;6;5;6;15;24;10;8;7;6;9;10;7;8;13;9;11;17;8;10;21;21;29;6;9;9;16;18;11;19;15;13;9;7;12;11;9;8;9;7;14;13;12;10;16;13;23;15;13;11;15;24;13;10;8;7;23;8;12;12;7;2;7;3;,84;,72;,84;,32;,56;,44;9;10;12;,934733975659012;,794051868317439;,909368565671623;1,53256295533463;,157056263449795
135;PayOne;Older;female;60;More than $100,000;$100,001 - $250,000;25;4,5;6,5;4,5;B;A;B;A;B;B;B;A;A;B;A;A;A;B;B;A;A;A;B;A;B;B;A;A;B;A;A;B;A;A;B;A;A;B;A;B;B;A;A;A;B;B;A;A;A;B;A;B;B;B;B;A;A;B;B;B;B;B;A;B;A;B;A;A;A;A;B;B;B;A;A;A;B;B;B;B;A;A;13;14;8;11;7;7;10;13;8;13;6;20;5;5;13;10;8;9;8;5;6;11;6;9;13;6;7;7;9;6;5;7;6;9;6;9;10;7;13;7;7;5;9;9;20;9;9;5;13;7;7;8;21;7;12;18;6;16;17;10;19;12;8;10;14;28;17;20;27;14;13;9;9;13;12;12;9;10;7;4;7;5;,88;,72;,68;,44;,48;,6;8,5;7;12,5;,838194231201045;,719151107178138;,823409895324273;1,12652994110346;,176653174078086
136;PayOne;Older;male;68;$60,001 - $100,000;$100,001 - $250,000;29;8;3;4,5;A;A;B;A;B;B;B;B;A;B;B;A;A;B;B;B;A;A;B;A;B;B;A;B;A;A;A;A;A;A;B;A;A;B;B;B;A;A;A;A;A;A;A;A;A;B;A;B;A;A;B;A;A;B;B;B;A;B;B;B;B;B;A;B;B;A;B;A;B;A;A;A;A;A;B;B;A;A;18;8;5;15;8;8;9;4;6;8;21;13;6;5;12;9;6;6;7;9;6;7;11;12;5;7;9;5;7;7;7;9;8;7;8;8;19;6;7;6;4;6;5;8;8;9;5;11;9;11;10;5;8;7;10;8;19;9;6;9;10;8;16;13;10;15;35;16;7;6;5;11;14;15;8;13;15;10;7;1;7;1;,72;,84;,84;,28;,44;,6;8;7,5;10;,838072067539178;,712352691059818;,827307215147094;1,14838527789443;,241669062039217
137;PayAll;Older;female;67;$20,001 - $40,000;$0 - $5,000;29;5;5;5;A;B;B;A;B;B;B;B;B;B;B;B;A;A;B;A;B;B;B;B;B;B;B;B;B;A;A;A;A;B;B;B;A;B;A;A;B;B;A;A;A;A;B;A;A;B;B;A;A;B;A;A;B;B;B;B;B;B;A;A;B;A;A;B;B;B;B;B;B;A;B;B;B;B;B;B;A;B;3;2;2;6;2;2;1;4;2;2;2;2;3;3;1;3;6;2;2;3;2;2;2;5;3;2;4;5;7;3;4;7;6;3;3;4;7;2;2;4;6;3;5;2;3;4;6;3;4;4;3;4;4;3;2;4;3;12;4;3;2;3;3;5;4;5;1;4;5;4;7;2;4;3;2;2;5;6;7;1;7;1;,48;,56;,56;,6;,72;,64;2;4;4;,836292813848623;,812545858910867;,286297301227671;1,38187676322428;,101018449049725
138;PayAll;Older;female;71;$40,001 - $60,000;I do not want to answer;29;8;7;7;A;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;A;A;B;A;A;B;A;B;A;A;B;A;A;B;A;A;B;B;A;A;B;B;B;B;A;A;A;A;B;A;A;A;A;B;A;A;B;A;A;B;B;A;A;B;A;B;B;A;B;B;B;A;A;7;7;4;10;5;7;7;9;12;3;11;5;5;6;8;10;9;4;9;5;6;7;6;8;8;10;11;9;9;8;10;8;7;6;10;8;9;7;12;8;9;7;10;8;7;6;10;8;6;14;6;7;6;8;10;8;5;9;8;11;8;9;12;4;8;6;13;7;8;10;10;10;8;12;7;7;12;8;9;5;6;4;,56;,6;,56;,52;,68;,48;7;8;8;,743074299917582;,757487520343813;,859798337796578;1,10899928781637;,0899468068153806
139;PayAll;Younger;male;32;$40,001 - $60,000;$0 - $5,000;17;1;1;1;B;A;B;A;B;B;A;A;A;B;A;A;A;B;A;A;A;A;B;A;B;B;A;A;A;A;A;A;A;A;B;B;A;B;B;B;B;A;A;A;A;A;A;A;B;B;A;B;B;A;B;A;A;B;B;B;A;A;B;B;B;B;A;A;B;A;B;A;B;B;A;A;A;B;B;B;A;A;6;9;9;9;10;5;12;3;8;7;8;7;7;5;17;9;8;32;37;21;4;9;7;8;7;7;12;6;13;6;7;9;7;11;10;7;17;8;7;8;5;6;8;5;18;7;8;9;6;6;10;12;10;11;9;9;8;21;9;12;7;9;12;8;9;18;8;12;23;30;10;7;12;16;7;15;14;17;5;6;8;8;,76;,92;,84;,32;,44;,6;8;8;10,5;,959251503227247;,798914670175134;,934679272800911;1,32500286100246;,21261421789919
140;PayOne;Younger;male;19;$40,001 - $60,000;$50,001 - $100,000;29;8;4,5;7;B;A;B;A;B;B;B;A;A;B;A;B;A;B;B;B;A;A;B;A;B;B;A;A;B;A;A;A;A;A;B;B;B;A;B;B;A;A;B;B;A;A;B;B;A;A;A;B;A;A;B;A;B;B;B;A;A;B;B;B;A;A;A;A;A;A;A;B;A;A;B;A;B;A;B;B;A;A;18;7;3;9;4;7;3;4;6;6;6;13;4;5;3;4;4;3;4;6;3;4;5;6;5;6;5;4;7;10;19;12;15;7;10;10;10;19;5;12;10;4;15;8;6;9;6;7;19;7;22;38;16;5;5;4;3;10;13;4;15;6;7;6;6;8;8;5;11;6;8;3;11;4;7;22;9;5;7;1;7;7;,8;,6;,64;,44;,44;,32;5;10;6,5;,836133893788572;,676124530954887;,836971041518191;1,11501557238709;,155500207270636
141;PayAll;Older;male;72;$20,001 - $40,000;$0 - $5,000;26;5,5;5,5;6;A;B;B;A;B;B;A;A;A;A;A;A;A;B;B;A;A;A;B;A;B;B;A;A;B;A;A;A;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;B;B;B;A;B;B;A;B;A;A;B;B;B;A;B;B;A;A;B;B;A;B;A;B;B;B;A;B;A;A;A;B;B;A;A;10;7;6;10;6;5;6;6;7;11;7;8;8;7;7;6;7;8;5;6;6;5;11;9;7;7;9;14;6;16;10;7;10;13;6;6;11;10;9;4;6;7;7;6;10;5;7;8;6;7;10;8;7;7;10;6;8;8;7;14;8;8;9;7;10;11;11;9;13;8;12;8;12;10;10;9;10;6;5;3;5;3;,8;,8;,68;,36;,48;,44;7;7,5;9;,921485389237434;,842411127992887;,946128905780752;1,2745704143285;,147585777227601
142;PayOne;Older;male;71;$20,001 - $40,000;$50,001 - $100,000;28;8;6;7;B;A;A;A;B;B;A;A;B;B;A;A;B;B;B;A;A;A;B;A;A;B;B;A;A;A;A;A;A;A;A;B;A;B;A;B;A;A;A;A;A;A;A;A;B;B;B;A;B;A;A;A;A;B;B;A;A;B;B;B;B;A;A;A;B;B;B;B;B;B;B;A;B;A;A;A;A;A;12;11;16;11;13;7;11;14;8;8;17;11;10;14;19;14;13;10;12;9;11;9;11;15;14;9;9;9;10;13;11;10;9;13;18;10;15;11;7;10;10;8;47;9;23;21;7;11;10;15;17;12;11;11;8;19;11;12;14;10;21;16;11;7;12;10;17;10;16;14;9;9;20;6;9;8;13;12;9;7;9;7;,68;,84;,6;,4;,52;,36;11;10,5;11;,837719210451045;,623911349603197;,818728340503438;1,308475282589;,155685229738317
143;PayOne;Younger;male;19;I do not want to answer;I do not want to answer;42;8;1,5;1;A;A;B;A;B;B;A;A;A;B;A;A;B;B;B;A;A;A;B;A;B;B;A;A;A;A;A;A;A;A;B;B;A;B;A;B;B;A;A;B;B;A;A;A;B;B;A;A;A;A;B;A;B;B;B;B;A;B;B;A;B;A;B;A;B;A;A;A;B;A;B;A;B;A;A;B;A;A;11;23;9;6;15;7;10;7;8;10;14;11;8;14;8;36;10;11;14;9;7;6;9;8;10;9;6;8;8;6;12;13;12;16;5;10;4;7;13;8;5;12;5;16;14;14;13;12;11;7;14;7;8;12;6;11;6;10;9;9;13;9;13;9;22;6;14;8;12;32;9;8;10;7;16;5;9;6;5;2;5;2;,88;,8;,64;,36;,32;,32;9,5;10,5;9;,836750923772296;,686599875154329;,836771708437868;1,35057331245417;,281235830421499
144;PayAll;Older;male;60;$20,001 - $40,000;$0 - $5,000;31;8;1;2,5;A;A;B;B;B;B;A;A;A;B;A;B;B;B;A;A;A;A;B;A;B;B;A;A;A;A;A;A;A;B;B;B;A;B;A;B;A;A;A;A;A;A;A;A;A;B;A;B;A;B;B;A;B;A;B;B;A;B;A;B;B;B;A;B;B;A;A;B;A;A;A;A;A;B;B;B;A;A;19;8;19;46;8;8;10;7;8;12;9;22;16;38;31;22;16;12;8;14;8;12;8;25;8;19;27;28;16;12;37;9;9;16;23;15;8;62;35;15;44;17;15;14;25;14;45;17;19;11;19;25;32;39;16;22;14;44;26;44;60;25;15;20;14;12;12;24;26;18;42;15;28;14;16;11;17;14;6;5;5;4;,84;,84;,72;,4;,6;,56;12;17;19;,954433534220699;,827770717865277;,8856751091412;,894682608597459;,162452312147059
145;PayOne;Older;female;67;$40,001 - $60,000;$25,001 - $50,000;27;8;8;2;A;A;B;A;B;B;B;A;A;B;A;A;A;B;B;A;A;A;B;A;B;B;A;A;B;A;A;A;A;A;B;A;A;B;A;B;A;A;A;B;A;A;B;A;B;B;A;B;A;A;B;A;A;B;B;B;A;B;B;B;B;B;B;A;A;A;A;A;B;B;A;A;B;A;B;B;A;A;14;22;10;14;11;15;19;13;13;9;13;18;19;16;15;13;14;13;17;9;10;11;12;12;12;12;11;16;24;15;18;17;14;18;22;21;24;17;44;14;15;22;15;15;22;14;16;24;21;21;26;14;16;11;11;13;10;11;11;12;14;14;13;18;15;16;13;17;20;15;16;9;10;10;8;16;10;10;9;1;5;5;,92;,84;,68;,4;,44;,52;13;17,5;13;,838230835641224;,731103320742883;,826305101436184;1,43956976009104;,307682082238836
146;PayOne;Older;female;71;$20,001 - $40,000;I do not want to answer;25;8;6,5;4,5;B;A;B;B;B;B;B;A;A;B;A;A;A;B;B;A;A;A;B;A;B;B;A;B;A;A;A;A;A;A;B;B;A;B;B;B;B;A;A;B;B;A;A;A;B;B;A;B;A;A;A;A;A;B;B;A;B;B;A;B;B;A;A;A;A;A;B;A;B;B;A;A;B;B;B;B;A;A;14;28;10;31;10;9;13;9;13;9;8;9;9;6;10;14;8;22;10;6;7;7;8;26;11;10;13;16;8;22;20;9;14;21;25;16;15;12;14;10;14;10;20;14;22;29;9;9;8;14;33;12;49;14;14;72;19;14;30;9;42;27;26;13;15;9;14;35;12;26;22;15;19;9;9;21;18;14;5;4;5;5;,84;,76;,72;,48;,36;,64;10;14;16,5;,838407703091856;,708994748603106;,821381292633067;1,22684644606137;,183454470799991
147;PayOne;Younger;female;22;More than $100,000;I do not want to answer;39;8;6,5;8;B;A;B;A;B;B;A;A;A;B;B;A;B;B;A;B;A;A;A;A;B;B;A;B;B;A;A;A;B;A;B;B;A;B;A;B;A;A;A;A;A;A;B;A;B;B;A;B;A;B;B;A;A;B;B;B;B;B;B;A;A;B;A;A;B;A;B;B;B;A;B;A;B;B;B;B;A;A;5;7;4;4;3;4;6;4;3;5;7;2;4;7;8;35;6;5;6;4;3;3;6;3;6;11;18;1;21;20;5;5;3;21;6;3;3;3;6;5;5;5;3;3;3;2;5;4;3;2;3;9;19;6;9;47;3;8;9;7;10;8;6;9;5;38;5;16;7;10;15;6;9;7;14;10;19;13;3;2;5;4;,68;,84;,68;,4;,52;,52;5;4,5;9;,836086358735085;,753281498146802;,836839080329437;1,11615557794082;,21604652631897
