pub_id,first_author,year_of_publication,title_of_article,outcome_num,paper_section,sample_code,task_name,task_type,domain_frame,incentivization,total_n,young_total_n,middle_total_n,old_total_n,n_female,young_n_female,middle_n_female,old_n_female,n_male,young_n_male,middle_n_male,old_n_male,prop_female,young_prop_female,middle_prop_female,old_prop_female,prop_male,young_prop_male,middle_prop_male,old_prop_male,mean_age,young_mean_age,middle_mean_age,old_mean_age,age_min,young_age_min,middle_age_min,old_age_min,age_max,young_age_max,middle_age_max,old_age_max,sd_age,young_sd_age,middle_sd_age,old_sd_age,se_age,young_se_age,middle_se_age,old_se_age,dv_units,dv_description,dv_correlation,dv_young_mean,dv_young_sd,dv_young_se,dv_middle_mean,dv_middle_sd,dv_middle_se,dv_old_mean,dv_old_sd,dv_old_se,dv_name_of_other_stats_output,dv_other_stats_output,dv_summary_stats_in_figure,dv_type_of_comparison,source_of_outcome
49,Mamerow,2016,Risk Taking Across the Life Span: A Comparison of Self-Report and Behavioral Measures of Risk Taking,4,Single,Sample 1,Balloon Analogue Risk Task,experience,gain,incentivized,902,NA,NA,NA,492,NA,NA,NA,NA,NA,NA,NA,0.45454545454545453,NA,NA,NA,NA,NA,NA,NA,47.36474501108648,NA,NA,NA,18,NA,NA,NA,90,NA,NA,NA,17.389479734276243,NA,NA,NA,NA,NA,NA,NA,Pumps,Average number of pumps for high-capacity balloons,-0.15904799713892512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data available  on OSF https://osf.io/x86hd/,age continuous,raw data
49,Mamerow,2016,Risk Taking Across the Life Span: A Comparison of Self-Report and Behavioral Measures of Risk Taking,5,Single,Sample 1,Balloon Analogue Risk Task,experience,gain,incentivized,902,NA,NA,NA,492,NA,NA,NA,NA,NA,NA,NA,0.45454545454545453,NA,NA,NA,NA,NA,NA,NA,47.36474501108648,NA,NA,NA,18,NA,NA,NA,90,NA,NA,NA,17.389479734276243,NA,NA,NA,NA,NA,NA,NA,Explosions,Number of explosions for low-capacity balloons trials,0.007516341460152252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data available  on OSF https://osf.io/x86hd/,age continuous,raw data
49,Mamerow,2016,Risk Taking Across the Life Span: A Comparison of Self-Report and Behavioral Measures of Risk Taking,6,Single,Sample 1,Balloon Analogue Risk Task,experience,gain,incentivized,902,NA,NA,NA,492,NA,NA,NA,NA,NA,NA,NA,0.45454545454545453,NA,NA,NA,NA,NA,NA,NA,47.36474501108648,NA,NA,NA,18,NA,NA,NA,90,NA,NA,NA,17.389479734276243,NA,NA,NA,NA,NA,NA,NA,Explosions,Number of explosions for high-capacity balloons trials,-0.1628649973629962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data available  on OSF https://osf.io/x86hd/,age continuous,raw data
46,Zilker,2020,Age Differences in Risk Attitude Are Shaped by Option Complexity,1,Study 1,Sample 1,Risky Choice Task,description,gain,incentivized,158,82,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524390243902439,NA,0.4605263157894737,NA,NA,NA,NA,42.54430379746835,25.963414634146343,NA,60.43421052631579,18,18,NA,55,72,34,NA,72,17.80882016380828,4.246843771966059,NA,4.419156861712543,NA,NA,NA,NA,Risky choice,Proportion of Higher CV choice in gain Simple Safe trials,-0.30903718344664216,0.4505420054200542,0.15120460715093412,NA,NA,NA,NA,0.3574561403508772,0.17340348208155268,NA,NA,NA,data available on OSF: https://osf.io/nzwx4/,both,raw data
46,Zilker,2020,Age Differences in Risk Attitude Are Shaped by Option Complexity,4,Study 1,Sample 1,Risky Choice Task,description,loss,incentivized,158,82,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524390243902439,NA,0.4605263157894737,NA,NA,NA,NA,42.54430379746835,25.963414634146343,NA,60.43421052631579,18,18,NA,55,72,34,NA,72,17.80882016380828,4.246843771966059,NA,4.419156861712543,NA,NA,NA,NA,Risky choice,Proportion of Higher CV choice in loss Simple Safe trials,0.25534155848084167,0.5555555555555556,0.10868405470159882,NA,NA,NA,NA,0.625,0.13851802337007957,NA,NA,NA,data available on OSF: https://osf.io/nzwx4/,both,raw data
46,Zilker,2020,Age Differences in Risk Attitude Are Shaped by Option Complexity,2,Study 1,Sample 1,Risky Choice Task,description,gain,incentivized,158,82,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524390243902439,NA,0.4605263157894737,NA,NA,NA,NA,42.54430379746835,25.963414634146343,NA,60.43421052631579,18,18,NA,55,72,34,NA,72,17.80882016380828,4.246843771966059,NA,4.419156861712543,NA,NA,NA,NA,Risky choice,Proportion of Higher CV choice in gain Complex Safe trials,-0.0764619466711745,0.4817073170731707,0.16145365365256079,NA,NA,NA,NA,0.46271929824561403,0.169576610967495,NA,NA,NA,data available on OSF: https://osf.io/nzwx4/,both,raw data
46,Zilker,2020,Age Differences in Risk Attitude Are Shaped by Option Complexity,5,Study 1,Sample 1,Risky Choice Task,description,loss,incentivized,158,82,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524390243902439,NA,0.4605263157894737,NA,NA,NA,NA,42.54430379746835,25.963414634146343,NA,60.43421052631579,18,18,NA,55,72,34,NA,72,17.80882016380828,4.246843771966059,NA,4.419156861712543,NA,NA,NA,NA,Risky choice,Proportion of Higher CV choice in loss Complex Safe trials,0.08781755620093085,0.5447154471544715,0.15430593121371203,NA,NA,NA,NA,0.5752923976608187,0.17978129085255445,NA,NA,NA,data available on OSF: https://osf.io/nzwx4/,both,raw data
46,Zilker,2020,Age Differences in Risk Attitude Are Shaped by Option Complexity,3,Study 1,Sample 1,Risky Choice Task,description,gain,incentivized,158,82,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524390243902439,NA,0.4605263157894737,NA,NA,NA,NA,42.54430379746835,25.963414634146343,NA,60.43421052631579,18,18,NA,55,72,34,NA,72,17.80882016380828,4.246843771966059,NA,4.419156861712543,NA,NA,NA,NA,Risky choice,Proportion of Higher CV choice in gain Risky trials,-0.11305443984677678,0.4451219512195122,0.07171867427332489,NA,NA,NA,NA,0.42105263157894735,0.10314525212826743,NA,NA,NA,data available on OSF: https://osf.io/nzwx4/,both,raw data
46,Zilker,2020,Age Differences in Risk Attitude Are Shaped by Option Complexity,6,Study 1,Sample 1,Risky Choice Task,description,loss,incentivized,158,82,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524390243902439,NA,0.4605263157894737,NA,NA,NA,NA,42.54430379746835,25.963414634146343,NA,60.43421052631579,18,18,NA,55,72,34,NA,72,17.80882016380828,4.246843771966059,NA,4.419156861712543,NA,NA,NA,NA,Risky choice,Proportion of Higher CV choice in loss Risky trials,0.05555276974932726,0.5691056910569106,0.07122128789587442,NA,NA,NA,NA,0.5738304093567251,0.08813950684133356,NA,NA,NA,data available on OSF: https://osf.io/nzwx4/,both,raw data
46,Zilker,2020,Age Differences in Risk Attitude Are Shaped by Option Complexity,7,Study 2,Sample 1,Risky Choice Task,description,gain,incentivized,160,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,NA,0.5125,NA,NA,NA,NA,48.18125,26.175,NA,70.1875,18,18,NA,61,84,34,NA,84,22.508662727908607,3.9451139464701033,NA,4.828957352671905,NA,NA,NA,NA,Risky choice,Proportion of Higher CV choice in gain Simple Safe trials,-0.3125553354568113,0.4201388888888889,0.1502313031443329,NA,NA,NA,NA,0.29583333333333334,0.20403321173872818,NA,NA,NA,data available on OSF: https://osf.io/nzwx4/,both,raw data
46,Zilker,2020,Age Differences in Risk Attitude Are Shaped by Option Complexity,12,Study 2,Sample 1,Risky Choice Task,description,loss,incentivized,160,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,NA,0.5125,NA,NA,NA,NA,48.18125,26.175,NA,70.1875,18,18,NA,61,84,34,NA,84,22.508662727908607,3.9451139464701033,NA,4.828957352671905,NA,NA,NA,NA,Risky choice,Proportion of Higher CV choice in loss Simple Safe trials,0.035843263194844655,0.607638888888889,0.12291192371279447,NA,NA,NA,NA,0.6131944444444445,0.1818975337040608,NA,NA,NA,data available on OSF: https://osf.io/nzwx4/,both,raw data
46,Zilker,2020,Age Differences in Risk Attitude Are Shaped by Option Complexity,8,Study 2,Sample 1,Risky Choice Task,description,gain,incentivized,160,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,NA,0.5125,NA,NA,NA,NA,48.18125,26.175,NA,70.1875,18,18,NA,61,84,34,NA,84,22.508662727908607,3.9451139464701033,NA,4.828957352671905,NA,NA,NA,NA,Risky choice,Proportion of Higher CV choice in gain Simple Safe (zero) trials,-0.11543185713280761,0.3375,0.1665928106400814,NA,NA,NA,NA,0.290625,0.19177613366380597,NA,NA,NA,data available on OSF: https://osf.io/nzwx4/,both,raw data
46,Zilker,2020,Age Differences in Risk Attitude Are Shaped by Option Complexity,13,Study 2,Sample 1,Risky Choice Task,description,loss,incentivized,160,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,NA,0.5125,NA,NA,NA,NA,48.18125,26.175,NA,70.1875,18,18,NA,61,84,34,NA,84,22.508662727908607,3.9451139464701033,NA,4.828957352671905,NA,NA,NA,NA,Risky choice,Proportion of Higher CV choice in loss Simple Safe (zero) trials,0.03588085522827868,0.54625,0.15726600057453252,NA,NA,NA,NA,0.5475,0.18226771241045894,NA,NA,NA,data available on OSF: https://osf.io/nzwx4/,both,raw data
46,Zilker,2020,Age Differences in Risk Attitude Are Shaped by Option Complexity,9,Study 2,Sample 1,Risky Choice Task,description,gain,incentivized,160,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,NA,0.5125,NA,NA,NA,NA,48.18125,26.175,NA,70.1875,18,18,NA,61,84,34,NA,84,22.508662727908607,3.9451139464701033,NA,4.828957352671905,NA,NA,NA,NA,Risky choice,Proportion of Higher CV choice in gain Complex Safe trials,-0.15674159098934548,0.46458333333333335,0.1513712263403306,NA,NA,NA,NA,0.4152777777777778,0.19446453583160744,NA,NA,NA,data available on OSF: https://osf.io/nzwx4/,both,raw data
46,Zilker,2020,Age Differences in Risk Attitude Are Shaped by Option Complexity,14,Study 2,Sample 1,Risky Choice Task,description,loss,incentivized,160,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,NA,0.5125,NA,NA,NA,NA,48.18125,26.175,NA,70.1875,18,18,NA,61,84,34,NA,84,22.508662727908607,3.9451139464701033,NA,4.828957352671905,NA,NA,NA,NA,Risky choice,Proportion of Higher CV choice in loss Complex Safe trials,-0.08667969830681216,0.5784722222222223,0.14836024872091355,NA,NA,NA,NA,0.5298611111111111,0.2097304303495228,NA,NA,NA,data available on OSF: https://osf.io/nzwx4/,both,raw data
46,Zilker,2020,Age Differences in Risk Attitude Are Shaped by Option Complexity,10,Study 2,Sample 1,Risky Choice Task,description,gain,incentivized,160,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,NA,0.5125,NA,NA,NA,NA,48.18125,26.175,NA,70.1875,18,18,NA,61,84,34,NA,84,22.508662727908607,3.9451139464701033,NA,4.828957352671905,NA,NA,NA,NA,Risky choice,Proportion of Higher CV choice in gain Complex Safe (zero) trials,-0.009390627905402545,0.438125,0.1804080729479979,NA,NA,NA,NA,0.43,0.22524248536896824,NA,NA,NA,data available on OSF: https://osf.io/nzwx4/,both,raw data
46,Zilker,2020,Age Differences in Risk Attitude Are Shaped by Option Complexity,15,Study 2,Sample 1,Risky Choice Task,description,loss,incentivized,160,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,NA,0.5125,NA,NA,NA,NA,48.18125,26.175,NA,70.1875,18,18,NA,61,84,34,NA,84,22.508662727908607,3.9451139464701033,NA,4.828957352671905,NA,NA,NA,NA,Risky choice,Proportion of Higher CV choice in loss Complex Safe (zero) trials,0.012600917820970252,0.534375,0.17728503652935626,NA,NA,NA,NA,0.531875,0.19972191901919245,NA,NA,NA,data available on OSF: https://osf.io/nzwx4/,both,raw data
46,Zilker,2020,Age Differences in Risk Attitude Are Shaped by Option Complexity,11,Study 2,Sample 1,Risky Choice Task,description,gain,incentivized,160,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,NA,0.5125,NA,NA,NA,NA,48.18125,26.175,NA,70.1875,18,18,NA,61,84,34,NA,84,22.508662727908607,3.9451139464701033,NA,4.828957352671905,NA,NA,NA,NA,Risky choice,Proportion of Higher CV choice in gain Risky trials,-0.2363713014002487,0.42777777777777776,0.0826389258234857,NA,NA,NA,NA,0.38402777777777775,0.1115300645813338,NA,NA,NA,data available on OSF: https://osf.io/nzwx4/,both,raw data
46,Zilker,2020,Age Differences in Risk Attitude Are Shaped by Option Complexity,16,Study 2,Sample 1,Risky Choice Task,description,loss,incentivized,160,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,NA,0.5125,NA,NA,NA,NA,48.18125,26.175,NA,70.1875,18,18,NA,61,84,34,NA,84,22.508662727908607,3.9451139464701033,NA,4.828957352671905,NA,NA,NA,NA,Risky choice,Proportion of Higher CV choice in loss Risky trials,-0.042782933273878,0.5791666666666667,0.08559974747769433,NA,NA,NA,NA,0.5708333333333333,0.08970049660109407,NA,NA,NA,data available on OSF: https://osf.io/nzwx4/,both,raw data
